EQUIP_ID,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY,VIN,Equipment Type
43720,2004,FORD,F550,TRUCK - FLATBED - SANDER - CLASS 5,SDOT,"14,760.00",10/02/2017,BIDADOO ONLINE AUCTION,1FDAF56P54ED00822,TRUCK - FLATBED
71627,2007,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,"1,725.00",10/20/2016,BIDADOO ONLINE AUCTION,2FAFP71WX7X115515,SEDAN - PATROL
33195,2003,KENDON,TRAILER,TRAILER - MOTORCYCLE,SPD,576.00,03/13/2020,MURPHYS AUCTION,4G44S08153A002666,TRAILER
P163049,1997,TAYLOR DUNN,SCOOTER,ELECTRIC SCOOTER,DPR,813.80,02/01/2017,BIDADOO ONLINE AUCTION,UNKP163049,SCOOTER - ELECTRIC
99252,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,"3,200.00",03/01/2016,BIDADOO ONLINE AUCTION,2FAHP71V19X143626,SEDAN - PATROL
73019,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SDOT,"8,101.00",09/17/2019,BIDADOO ONLINE AUCTION,1GCDT19E878219233,TRUCK - LIGHT
47019,2004,KOMATSU,FG20ST-12,FORKLIFT - 4000 LB LIFT,FAS,"11,750.00",12/21/2017,MURPHYS AUCTION,580509A,FORKLIFT
995338,1999,EMERGENCY ONE,PUMPER,PUMPER - SIDE MOUNTED CONTROLS,SFD,"5,201.00",07/18/2018,BIDADOO ONLINE AUCTION,4ENRAAA82Y1001204,FIRE - PUMPER
995339,1999,EMERGENCY ONE,PUMPER,PUMPER - SIDE MOUNTED CONTROLS,SFD,"5,450.00",09/04/2018,BIDADOO ONLINE AUCTION,4ENRAAA84Y1001205,FIRE - PUMPER
73462,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,"5,150.00",07/02/2019,MURPHYS AUCTION,1GCDT19E278220670,TRUCK - LIGHT
73916,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,"11,200.00",10/10/2017,BIDADOO ONLINE AUCTION,1GCDT19E478221397,TRUCK - LIGHT
73457,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,"9,500.00",10/25/2017,MURPHYS AUCTION,1GCDT19E278221303,TRUCK - LIGHT
995633,1999,STOW,SWQCM9B8,CEMENT MIXER - TRAILER,SDOT,618.60,04/19/2016,BIDADOO ONLINE AUCTION,9805647,TRAILER - CEMENT MIXER
31775,2010,ISUZU,NQR,TRUCK MOUNTED SWEEPER - 2 YD -  17 -950,DPR,"61,600.00",03/03/2017,BIDADOO ONLINE AUCTION,JALE5W16XA7901560,SWEEPER - STREET
98119,2009,CASE,590M,BACKHOE LOADER - 19500 LB - 4X4,DPR,"46,600.00",05/02/2019,BIDADOO ONLINE AUCTION,N9C529549,LOADER - BACKHOE
63582,2006,CHEVROLET,COLORADO,PICKUP COMPACT - CREW CAB 2WD,SPU,"7,655.00",11/08/2018,BIDADOO ONLINE AUCTION,1GCCS136068295589,TRUCK - LIGHT
45557,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,"34,750.00",08/04/2017,BIDADOO ONLINE AUCTION,2NPNHD6X44M833330,TRUCK - DUMP TRUCK
31646,2011,FORD,TRANSIT CONNECT,PEO MINIVAN CARGO,SPD,"9,350.00",10/25/2017,MURPHYS AUCTION,NM0LS6BN9BT056679,VAN - MINIVAN
33960,2003,GMC,WORK HORSE,WALKIN VAN - CLASS 4,DPR,"9,100.00",02/25/2016,BIDADOO ONLINE AUCTION,5B4KP42P743376940,VAN - WALKIN
43684,2004,FORD,F450,PICKUP - FLATBED - CLASS 4,SPU,"10,700.00",03/23/2016,BIDADOO ONLINE AUCTION,1FDXF46P34ED18689,TRUCK - FLATBED
68180,2006,JOHN DEERE,4320,TRACTOR - MOWER-LOADER-BLOWER,DPR,"21,700.00",03/03/2017,BIDADOO ONLINE AUCTION,LV4320H321016,TRACTOR - LOADER
80370,1940,FORD,UNKNOWN,FIRE PUMPER - ANTIQUE,SFD,"10,750.00",01/28/2016,BIDADOO ONLINE AUCTION,UNKF0370,FIRE - PUMPER
31495,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,150.00",10/21/2016,MURPHYS AUCTION,2FABP7BV2AX140002,SEDAN - PATROL
51442,2005,TOYOTA,PRIUS,SEDAN COMPACT - HYBRID,SDOT,"7,100.00",02/15/2018,BIDADOO ONLINE AUCTION,JTDKB22U550117384,SEDAN - SML - HYBRID
53668,2005,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SDOT,"10,400.00",02/01/2017,BIDADOO ONLINE AUCTION,1FTXD46Y05EA08705,TRUCK - HEAVY
43807,2004,FORD,F350,PICKUP,DPR,"7,000.00",08/28/2017,BIDADOO ONLINE AUCTION,1FTSF30P84EE09703,TRUCK - LIGHT
53372,2005,FORD,RANGER,COMPACT PICKUP,DPR,"4,700.00",03/23/2016,BIDADOO ONLINE AUCTION,1FTZR14U55PA58622,TRUCK - LIGHT
31712,2011,KAWASAKI,CONCOURS 14P ABS POLICE ED,POLICE MOTORCYCLE,SPD,"3,550.00",12/13/2018,BIDADOO ONLINE AUCTION,JKBZGNC3BA009010,MOTORCYCLE - PATROL
31496,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,925.00",09/28/2016,BIDADOO ONLINE AUCTION,2FABP7BV4AX140003,SEDAN - PATROL
58341,2005,JEEP,LIBERTY,COMPACT SUV,SPD,"3,050.00",02/25/2016,BIDADOO ONLINE AUCTION,1J4GK48K05W582377,SUV - SML
83488,2008,FORD,F350,PICKUP - DUMPING FLATBED,SPU,"15,000.00",07/18/2019,BIDADOO ONLINE AUCTION,1FDSX34Y68EA28966,TRUCK - LIGHT
83250,2008,FORD,F350,PICKUP - ANIMAL CONTROL BODY,FAS,"6,920.00",12/13/2018,BIDADOO ONLINE AUCTION,1FDSF34578EA28967,TRUCK - LIGHT
74717,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - CREW CAB - 4X4,SPU,"14,600.00",10/10/2017,BIDADOO ONLINE AUCTION,1GCDT13E378231881,TRUCK - LIGHT
74718,2007,FORD,RANGER,PICKUP COMPACT,SPU,"11,000.00",03/29/2018,BIDADOO ONLINE AUCTION,1FTZR14U77PA99417,TRUCK - LIGHT
51439,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,"6,578.00",01/14/2016,BIDADOO ONLINE AUCTION,JTDKB22U250117035,SEDAN - SML - HYBRID
44577,2004,FORD,F250,PICKUP - CREW CAB,SPU,"3,605.55",08/04/2017,BIDADOO ONLINE AUCTION,1FTNW20L44ED47785,TRUCK - LIGHT
43958,2004,FORD,F250,PICKUP,DPR,"14,669.00",02/22/2016,MURPHYS AUCTION,1FTNX21P84ED82473,TRUCK - LIGHT
31748,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,"3,300.00",07/15/2020,BIDADOO ONLINE AUCTION,2FABP7BV1BX176491,SEDAN - PATROL
43203,2004,CHEVROLET,EXPRESS,CARGO VAN,SPD,"6,200.00",09/15/2016,BIDADOO ONLINE AUCTION,1GCGG25U041224936,VAN
43162,2004,CHEVROLET,EXPRESS,VAN CARGO,SPU,"8,050.00",10/21/2016,MURPHYS AUCTION,1GCGG25U541224799,VAN
64557,2006,FORD,RANGER,COMPACT PICKUP,SDOT,"7,800.00",03/07/2018,MURPHYS AUCTION,1FTZR44U56PA83698,TRUCK - LIGHT
64628,2006,FORD,ESCAPE,SUV COMPACT 4X4,SPU,"4,200.00",05/08/2017,MURPHYS AUCTION,1FMYU92Z76KD02045,SUV - SML
58342,2005,JEEP,LIBERTY,COMPACT SUV,SPD,"4,000.00",03/23/2016,BIDADOO ONLINE AUCTION,1J4GK48K95W582376,SUV - SML
43196,2004,EXISS,SS400,HORSE TRAILER - 10000 GVWR,SPD,"7,515.00",07/14/2020,MURPHYS AUCTION,4LAAH222245027857,TRAILER - HORSE
53161,2005,CHEVROLET,EXPRESS ACCESS CG23405,CARGO VAN,SPD,"7,800.00",09/03/2019,MURPHYS AUCTION,1GCGG25V851263090,VAN
67141,2006,SAKAI,GW750,ROLLER - 10 TON VIBRATORY PNEUMATIC,SDOT,"29,500.00",05/02/2019,BIDADOO ONLINE AUCTION,VGW1-10156,ROLLER
58344,2005,JEEP,LIBERTY,COMPACT SUV,SPD,"3,550.00",02/25/2016,BIDADOO ONLINE AUCTION,1J4GK48K75W582375,SUV - SML
73522,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN,SDOT,"5,275.00",12/08/2016,MURPHYS AUCTION,1D4GP23E37B151509,VAN - MINIVAN
85514,2008,INTERNATIONAL,4300 SBA HYBRID,TRUCK - HYBRID - FLATBED - CLASS 7,SDOT,"14,800.00",11/20/2019,BIDADOO ONLINE AUCTION,1HTMMAAN98H555129,TRUCK - HEAVY - HYBRID
80321,1969,KENWORTH,W921,PUMPER - HOSE TENDER,SFD,"9,291.00",08/04/2017,BIDADOO ONLINE AUCTION,112472,FIRE - PUMPER
43411,2004,FORD,E250,CARGO VAN,DPR,"6,652.00",08/03/2016,BIDADOO ONLINE AUCTION,1FTSE34L64HB22028,VAN
43414,2004,FORD,E250,CARGO VAN,DPR,"7,801.00",09/21/2016,BIDADOO ONLINE AUCTION,1FTSE34L44HB22030,VAN
43247,2004,CHEVROLET,ASTRO,PASSENGER MINIVAN,SPD,"4,100.89",06/07/2016,BIDADOO ONLINE AUCTION,1GNEL19X54B128867,VAN - MINIVAN
86468,2004,POLAR,PRED90,UTILITY VEHICLE 4 WHEEL,SPD,"1,027.00",04/28/2017,BIDADOO ONLINE AUCTION,RF3KA09C94T098953,UTILITY VEHICLE
78281,2007,GO-4,INTERCEPTOR II,PEO SCOOTER,SPD,"3,800.00",04/26/2016,MURPHYS AUCTION,2W9MPH6157S044163,SCOOTER
07226,2000,INGERSOLL RAND,P185WJDU,AIR COMPRESSOR - TRAILER MOUNTED,SDOT,"6,700.00",01/25/2019,BIDADOO ONLINE AUCTION,1T9BU12121W713001,COMPRESSOR
43538,2004,CHEVROLET,COLORADO,COMPACT PICKUP,SDOT,"3,125.00",06/25/2018,MURPHYS AUCTION,1GCCS196248189729,TRUCK - LIGHT
43971,2005,ELDORADO NATIONAL AEROTECH,420,AIRPORTER VAN - WHEELCHAIR LIFT,DPR,"6,877.00",02/16/2016,BIDADOO ONLINE AUCTION,1FDXE45P45HA32452,VAN
45611,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,"13,300.00",07/02/2019,MURPHYS AUCTION,1GDP7F1324F521774,TRUCK - DUMPING FLATBED
47134,2004,GMC,W5500,TRUCK - FRONT LOADER DUMP - CLASS 5,CEN,"38,500.00",08/18/2016,MURPHYS AUCTION,J8DE5B16X57300650,TRUCK - DUMP TRUCK
80392,1993,WELLS CARGO,TRAILER,TRAILER - ENCLOSED,SFD,"3,100.00",08/22/2018,MURPHYS AUCTION,1WC200F28P4014729,TRAILER
71758,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,"3,250.00",12/27/2018,MURPHYS AUCTION,2FAFP71W47X115512,SEDAN - PATROL
71761,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,"3,350.00",10/25/2017,MURPHYS AUCTION,2FAFP71W07X115510,SEDAN - PATROL
71790,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,"2,850.00",02/28/2018,BIDADOO ONLINE AUCTION,2FAFP71W27X115511,SEDAN - PATROL
43098,2004,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,"4,754.00",09/01/2017,MURPHYS AUCTION,1GCDTI96348190535,TRUCK - LIGHT
43368,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,"5,100.00",03/01/2016,BIDADOO ONLINE AUCTION,1GCCS196148189933,TRUCK - LIGHT
43443,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,"3,832.00",01/28/2016,BIDADOO ONLINE AUCTION,1GCCS196648189538,TRUCK - LIGHT
43444,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,"7,400.00",02/25/2016,BIDADOO ONLINE AUCTION,1GCCS196748215290,TRUCK - LIGHT
31101,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,677.04",09/21/2016,BIDADOO ONLINE AUCTION,2FABP7BV9AX139994,SEDAN - PATROL
63355,2006,FORD,F350,PICKUP - CREW CAB,DPR,"9,186.00",03/13/2017,BIDADOO ONLINE AUCTION,1FTWW30576EB69773,TRUCK - LIGHT
41706,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"2,025.00",04/26/2016,MURPHYS AUCTION,2G1WF52K849440914,SEDAN - MED
41710,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"1,715.00",10/25/2017,MURPHYS AUCTION,2G1WF52K549442667,SEDAN - MED
56510,2005,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SPU,"87,500.00",08/09/2018,MURPHYS AUCTION,1NKDLB0X65R095862,TRUCK - DUMP TRUCK
80399,1998,MODEC,TRAILER,TRAILER - DECONTAMINATION,SFD,"5,200.00",04/13/2016,BIDADOO ONLINE AUCTION,UNKF0399,NONE
41265,2004,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,FAS,"5,200.00",06/14/2016,BIDADOO ONLINE AUCTION,JTDKB22U640049627,SEDAN - SML - HYBRID
31756,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,510.85,04/19/2016,BIDADOO ONLINE AUCTION,2FABP7BV6BX176499,SEDAN - PATROL
86368,1999,JOHN DEERE,4120 TRACTOR,TRACTOR - 4X4,SPD,"10,700.00",08/06/2020,BIDADOO ONLINE AUCTION,W00420X007352,TRACTOR
43687,2004,GMC,TTF7042 CAB-OVER TANDEM AXLE,TRUCK - FLATBED - LOOP - CLASS 8,SDOT,"19,100.00",01/25/2019,BIDADOO ONLINE AUCTION,1GDP7F13X5F502617,TRUCK - FLATBED
73326,2007,FORD,F350,PICKUP,DPR,"11,600.00",09/01/2017,MURPHYS AUCTION,1FTWF30P47EA55006,TRUCK - LIGHT
74661,2007,FORD,F250,PICKUP - 4X4,SPU,"7,500.00",05/03/2019,MURPHYS AUCTION,1FTSX21517EA52356,TRUCK - LIGHT
74627,2007,FORD,F350,PICKUP - CREW CAB - 4X4,SPU,"12,600.00",12/21/2017,MURPHYS AUCTION,1FTWW31507EA52357,TRUCK - LIGHT
75515,2007,PETERBILT,335,TRUCK - DUMPING FLATBED - CRANE,SDOT,"30,600.00",06/09/2020,BIDADOO ONLINE AUCTION,2NPRHD8X37M734369,TRUCK - DUMPING FLATBED
71762,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,"2,510.00",10/25/2017,MURPHYS AUCTION,2FAFP71W87X115514,SEDAN - LRG
45964,2004,GMC,WT5500,TRUCK - REFUSE PACKER - CLASS 6,DPR,"25,100.00",01/14/2016,BIDADOO ONLINE AUCTION,J8DF5C13347700788,TRUCK - HEAVY
45537,2004,GMC,TTF8064 CAB-OVER TANDEM AXLE,TRUCK - FRONT LOADER DUMP - CLASS 8,SDOT,"35,200.00",11/21/2018,BIDADOO ONLINE AUCTION,1GDT8F4345F512924,TRUCK - DUMP TRUCK
84699,2008,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,"12,625.00",07/15/2020,BIDADOO ONLINE AUCTION,1FDSX35RX8EC89072,TRUCK - LIGHT
68129,2006,KUBOTA,L5030-HSTC,TRACTOR - LOADER,DPR,"20,600.00",03/03/2017,BIDADOO ONLINE AUCTION,38982,TRACTOR - LOADER
99237,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,035.00",02/03/2016,BIDADOO ONLINE AUCTION,2FAHP71V89X141260,SEDAN - PATROL
58346,2005,JEEP,LIBERTY,PEO COMPACT SUV,SPD,"3,027.00",03/23/2016,BIDADOO ONLINE AUCTION,1J4GK48K45W582379,SUV - SML
82458,2003,PETERBILT,330,TRUCK -  - CLASS 8,DPR,"17,450.00",07/18/2018,BIDADOO ONLINE AUCTION,2NPNHD8X63M809087,TRUCK - HEAVY
31711,2009,HONDA,MOTORCYCLE,POLICE MOTORCYCLE,SPD,"1,901.00",10/30/2018,MURPHYS AUCTION,JH25C51769K600684,MOTORCYCLE - PATROL
84651,2008,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,"19,700.00",06/20/2018,BIDADOO ONLINE AUCTION,1FDSX35R88EC89071,TRUCK - LIGHT
31498,2010,FORD,CROWN VICTORIA,PATROL CAR - DUI,SPD,325.00,08/18/2016,MURPHYS AUCTION,2FABP7BV6AX140004,SEDAN - PATROL
41718,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"3,200.00",03/13/2017,MURPHYS AUCTION,2G1WF52K649443715,SEDAN - SML
53777,2005,CHEVROLET,SUBURBAN K1500/K15906,SUV - FULL SIZE - 4WD,SFD,"7,300.00",03/24/2017,BIDADOO ONLINE AUCTION,1GNFK16Z75R157020,SUV - LRG
63935,2006,FORD,F350,PICKUP - DUMP BODY,DPR,"9,700.00",12/12/2017,BIDADOO ONLINE AUCTION,1FTWX30506ED68077,TRUCK - LIGHT
31490,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,600.00",08/18/2016,MURPHYS AUCTION,2FABP7BV4AX139997,SEDAN - PATROL
63450,2006,FORD,F150,PICKUP,DPR,"7,820.00",04/18/2017,BIDADOO ONLINE AUCTION,1FTVX12566NB84145,TRUCK - LIGHT
63461,2006,FORD,F150,PICKUP,DPR,"5,987.00",08/03/2016,BIDADOO ONLINE AUCTION,1FTRF12V36KD93218,TRUCK - LIGHT
62102,2006,FORD,FOCUS,PEO SUBCOMPACT SEDAN,SPD,"1,610.00",05/02/2018,MURPHYS AUCTION,1FAHP34N26W257954,SEDAN - SML
53760,2005,CHEVROLET,SUBURBAN K1500/K15906,SUV FULLSIZE - 4X4,SFD,"7,229.00",04/28/2016,BIDADOO ONLINE AUCTION,1GNFK16Z75R159124,SUV - LRG
52082,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,"6,050.00",05/14/2018,BIDADOO ONLINE AUCTION,JTDKB22U350124592,SEDAN - SML - HYBRID
53006,2005,DODGE,CARAVAN,PASSENGER MINIVAN,FAS,"3,716.66",11/01/2016,BIDADOO ONLINE AUCTION,1D4GP23R15B167112,VAN - MINIVAN
31493,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,073.00",07/27/2016,BIDADOO ONLINE AUCTION,2FABP7BV9AX140000,SEDAN - PATROL
43631,2004,FORD,F350,PICKUP - FLATBED,SDOT,"7,100.00",09/01/2017,MURPHYS AUCTION,1FTWW32S64ED82472,TRUCK - LIGHT
72503,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,"5,601.00",08/22/2018,MURPHYS AUCTION,JTDKB20U977643966,SEDAN - SML - HYBRID
74715,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,"13,100.00",11/20/2019,BIDADOO ONLINE AUCTION,1GCDT13E478233624,TRUCK - LIGHT
62559,2006,DODGE,STRATUS,MIDSIZE SEDAN,SPU,"2,700.00",03/06/2019,BIDADOO ONLINE AUCTION,1B3EL46T96N268872,SEDAN - MED
31773,2012,FORD,F450,PICKUP - FLATBED - EMERGENCY RESPONSE,SDOT,"20,500.00",05/02/2019,BIDADOO ONLINE AUCTION,1FD0X4HT5CEA71411,TRUCK - FLATBED
89102,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,"4,018.00",11/02/2017,BIDADOO ONLINE AUCTION,1FMCU59HX8KA59298,SUV - MED - HYBRID
89103,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,"5,700.00",05/02/2018,BIDADOO ONLINE AUCTION,1FMCU59HX8KA59303,SUV - MED - HYBRID
S1912,1991,DITCHWITCH,TRAILER,TRAILER - PUMP - 6900 LB GVWR,SPU,"4,435.00",03/15/2016,BIDADOO ONLINE AUCTION,000OB-1-M17H0815,TRAILER
10207,2010,JOHN DEERE,318D,SOLID WASTE SKID STEER LOADER,SPU,"9,100.00",12/23/2019,BIDADOO ONLINE AUCTION,T0318DA183256,LOADER - SKID STEER
31566,2011,TORO,GROUNDSMASTER 4010 D,MOWER - 11` ROTARY,DPR,"12,156.00",07/18/2018,BIDADOO ONLINE AUCTION,311000152,MOWER
31567,2011,TORO,GROUNDSMASTER 4010 D,MOWER - 11` ROTARY,DPR,"15,725.00",08/16/2018,BIDADOO ONLINE AUCTION,311000153,MOWER
31552,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"4,100.00",10/30/2018,MURPHYS AUCTION,2W9MPA612BS044106,SCOOTER
31553,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"3,001.00",01/25/2019,BIDADOO ONLINE AUCTION,2W9MPA614BS044105,SCOOTER
31556,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"2,675.00",01/25/2019,BIDADOO ONLINE AUCTION,2W9MPA61XBS044109,SCOOTER
31557,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"3,317.00",06/11/2019,BIDADOO ONLINE AUCTION,2W9MPA616BS044110,SCOOTER
31568,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"2,340.00",06/11/2019,BIDADOO ONLINE AUCTION,2WNPA610BS044104,SCOOTER
61532,2006,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,"5,000.00",05/03/2019,MURPHYS AUCTION,JTDKB22U563144472,SEDAN - SML - HYBRID
73768,2007,DODGE,GRAND CARAVAN,VAN - MINIVAN - 8 PASSENGER,SFD,"3,250.00",10/25/2017,MURPHYS AUCTION,1D4GP24EX7B251394,VAN - MINIVAN
83661,2008,FORD,F250,PICKUP - DUMP BODY,SDOT,"13,100.00",02/25/2016,BIDADOO ONLINE AUCTION,1FTSX20528EA94294,TRUCK - LIGHT
84526,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"6,850.00",12/12/2017,BIDADOO ONLINE AUCTION,1FMCU59H18KA59304,SUV - MED - HYBRID
84314,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"6,956.00",11/02/2017,BIDADOO ONLINE AUCTION,1FMCU59H38KA59305,SUV - MED - HYBRID
31808,2012,CHEVROLET,IMPALA,PATROL CAR SEDAN 2WD - SPD TEST 4,SPD,"4,502.00",06/11/2019,BIDADOO ONLINE AUCTION,2G1WD5E32C1224046,SEDAN - PATROL
61828,2006,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,"6,200.00",03/06/2019,MURPHYS AUCTION,JTDKB22U863145969,SEDAN - SML - HYBRID
61266,2006,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,"8,417.00",03/03/2017,BIDADOO ONLINE AUCTION,JTDKB22U663144027,SEDAN - SML - HYBRID
78282,2007,GO-4,INTERCEPTOR II,PEO SCOOTER,SPD,"4,700.00",08/22/2018,MURPHYS AUCTION,2W9MPH6177S044164,SCOOTER
45868,2004,GMC,T7500,TRUCK - MOVING - CLASS 7,DPR,"10,100.00",03/30/2016,BIDADOO ONLINE AUCTION,1GDM7F13X4F521234,TRUCK - HEAVY
61731,2006,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"3,217.00",01/05/2017,BIDADOO ONLINE AUCTION,2G1WS551669396090,SEDAN - MED
83037,2008,INTERNATIONAL,4300 SBA HYBRID,CAR CARRIER,FAS,"39,700.00",01/25/2019,BIDADOO ONLINE AUCTION,1HTMMAAN78H555128,TRUCK - HEAVY - HYBRID
79932,2007,DODGE,CHARGER,PATROL CAR - TRAFFIC,SPD,"4,500.00",01/07/2016,OTHER SURPLUS METHOD,2B3LA43H87H708457,SEDAN - PATROL
73880,2007,FORD,RANGER,COMPACT PICKUP - FLATBED,DPR,"1,780.00",10/12/2016,BIDADOO ONLINE AUCTION,1FTZR44U97PA12134,TRUCK - LIGHT
84642,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"1,475.00",04/11/2019,BIDADOO ONLINE AUCTION,1FMCU59H98KA59308,SUV - SML - HYBRID
84525,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"8,778.00",10/10/2017,BIDADOO ONLINE AUCTION,1FMCU59H78KA59310,SUV - MED - HYBRID
83697,2008,FORD,F250,PICKUP - CREW CAB,SDOT,"11,200.00",04/17/2018,BIDADOO ONLINE AUCTION,1FTSW20538EB25992,TRUCK - LIGHT
31479,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,611.00",08/18/2016,MURPHYS AUCTION,2FABP7BV7AX121770,SEDAN - PATROL
31434,2010,TORO,WORKMAN HDX-D 4WD,UTILITY VEHICLE 4 WHEEL,DPR,"7,656.00",06/11/2019,BIDADOO ONLINE AUCTION,310000226,UTILITY VEHICLE
84546,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,"5,652.00",02/15/2018,BIDADOO ONLINE AUCTION,1FMCU49H68KA59292,SUV - MED - HYBRID
83572,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"8,613.00",08/21/2017,BIDADOO ONLINE AUCTION,1FMCU59H58KA59306,SUV - MED - HYBRID
83603,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"7,200.00",05/02/2018,MURPHYS AUCTION,1FMCU59H78KA59307,SUV - MED - HYBRID
84513,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"6,550.00",10/25/2017,MURPHYS AUCTION,1FMCU59H08KA59309,SUV - MED - HYBRID
83976,2008,FORD,F150,PICKUP,DPR,"6,200.00",05/17/2019,BIDADOO ONLINE AUCTION,1FTVX12598KB37423,TRUCK - LIGHT
32093,2013,GOOD EARTH ENERGY CONSV INC,FIREFLY,PEO SCOOTER ELECTRIC,SPD,"1,375.00",07/02/2019,MURPHYS AUCTION,1G9B00356C1429017,SCOOTER - ELECTRIC
73575,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN,SPU,"3,850.00",09/08/2017,BIDADOO ONLINE AUCTION,1D4GP23E57B251398,VAN - MINIVAN
73033,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN - HVAC,FAS,"5,150.00",12/21/2017,MURPHYS AUCTION,1D4GP23E37B251402,VAN - MINIVAN
89100,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,"6,300.00",03/07/2018,MURPHYS AUCTION,1FMCU59H48KA59300,SUV - MED - HYBRID
89101,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,"6,115.00",03/29/2018,BIDADOO ONLINE AUCTION,1FMCU59H68KA59301,SUV - MED - HYBRID
61725,2006,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"2,100.00",04/28/2017,BIDADOO ONLINE AUCTION,2G1WS551269400314,SEDAN - MED
71737,2007,TOYOTA,CAMRY,SEDAN MIDSIZE - HYBRID,SPD,"4,805.55",11/08/2018,BIDADOO ONLINE AUCTION,4T1BB46K97U016716,SEDAN - MED - HYBRID
71681,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,"5,350.00",01/25/2019,BIDADOO ONLINE AUCTION,JTDKB20UX77644687,SEDAN - SML - HYBRID
