ID,Contract Number,Program Area,Award Year,Project Title,Organization Name,Project Description,Awarded Amount,Pledged Match Amount,Seattle Electoral District,Neighborhood District
1058,OD97013,Outreach,1997,Sunrise Heights Neigh. Assn. Membership Expansion,Sunrise Heights Neighborhood Association,"This award will be used to increase the active membership in the Sunrise heights Neighborhood Association by 90 members through publication of a community newsletter.  The enlarged membership will work to enhance public safety, increase open space and decrease traffic congestion.",500,,,Delridge
1057,OD97012,Outreach,1997,Vecinos Latinos De South Park Membership Drive,Southwest Youth and Family Services,"This award will be used to help offset the cost of publicity, mailing, postage expenses for advertising the Festival del dia del Muerto at the south park community Center.  Attendees will be encouraged to join Vecinos Latinos de South Park, an organization primarily for Latinos in the South Park area.  It's focus is community organizaing and planning.",500,,,Greater Duwamish
1056,OD97011,Outreach,1997,Membership Expansion,12th Ave Neighborhood Planning Team,"Tthe purpose of this project is to increase community membership, awareness and participation in the 12th Avenue neighborhood planning project by involving an additional 75 people through the neighborhood Planning alternatives Fair on October 18th at Garfield High School.",500,,,Central
1055,OD97010,Outreach,1997,Membership Expansion,23rd & Jackson Neighborhood Planning Team,"the purpose of this project is to increase community  membership, awareness and participation in the 23rd & jackson neighborhood planning process by involving an additional 75 individuals through the Neighborhood Planning alternatives Fair to be  held on October 18th at Garfield Community Center.  African, latino/Hispanic and Asian Communities will be targeted.",500,,,Central
1054,OD97004,Outreach,1997,Membership Expansion,Central Co-Op,"the purpose of this project is to increase community membership,awareness and participation in the 23rd & E. Union neighborhood planning project.  The goal is to involve an additional 75 individuals through the Neighborhood Planning Alternatives Fair to be held onOctober 18 at Garfield Community Center.  African, African American and Latino/Hispanic communities will be targeted.",500,,,Central
1053,OD97008,Outreach,1997,Membership Expansion,Central Co-Op,This project's goal is to increase community participation by involving an additional 50 individuals through the Neighborhood Planning alternatives fiar to be held on October 18 at Garfield Community Center.  Their strategy includes a media campaign that will target seniors and African Americans.,500,,,Central
1052,OD97007,Outreach,1997,Membership Expansion,Ravenna-Bryant Community Association,"To increase membership and improve the timeliness and relevance of the information provided to current members, the Ravenna Bryant Community Association wil go online.  This award will be used to establish an account for Web pages and e-mail with an Internet Service provicer.  A portion of the award will pay for consultant services and publicity.",500,,,Northeast
1051,OD97006,Outreach,1997,Fifteenth Avenue East Business Outreach,Fifteenth Ave E Merchants Association,"This award will be used to increase membership in the fifteenth Avenue East merchants Association through increased advertising to stimulate interest in several community projects, I.e. streem improvements, banners, plantings and public art.",500,,,East
1050,OD97005,Outreach,1997,Broadview Signs,Broadview Community Council,"In an effort to increase membership/attendance in the Broadview Community Council, three A-fram sign boards will be purchased and placed at highly visible locations  in the Broadview Neighborhood.  These signs will advertise community council meetngs and other council events.",500,,,Northwest
1049,OD97004,Outreach,1997,Membership Expansion,Seattle Neighbothood Group,"The South Seattle Community Council will launch a membership drive to attract 50 new members who represent the rich ethnic diversity of South East Seattle.  their outreach stretegy will include door to door canvassing, a newsletter for direct mailing, paticipation in several community festivals and a public forum in September.",750,,,Southeast
1048,OD97003,Outreach,1997,Crown Hill/Ballard Urban Village Retail Revitalization,Crown Hill/Ballard Neighborhood Planning Association,"This award will be used to expand the membership of the Central Ballard Hub Urban village Retail Revitalization Task Force.  Recruitment  strategies include direct mail, and door to door solicitation.  the goal is 58 new members who will assist in the implementation of a grant from the Economic Development Administration.",500,,,Ballard
1047,OD97002,Outreach,1997,Judkins Park Community Council Outreach Project,Judkins Park Community Council,In an effort to attract 30 new members the Judkins Park Community Council will launch a membership drive that includes the printing and distribution of a neighborhood newsletter and a open forum neighborhood meeting.,500,,,Central
1046,OD97001,Outreach,1997,SODO Membership Drive,SODO Business Association,In an effort to recruit 50 new members SODO will launch a comprehensive membership drive.  They will conduct an area wide direct mail campaign with outreach targeted to the businesses in the North Duwamish manufacturing and industrial area.  SODO will produce an insert  promoting the membership drive that will be included in the SODO newsletter.,500,,,Greater Duwamish
1044,OD96004,Outreach,1996,South Park Business Brochure,South Park Business Association,"to increase the membership in the South Park business Assoction by 100 members (the current membership is 12), the organization will design, print and disbribute a brochure explaining the mission of the South Prk business Association and offers information regarding dues and meeting schedules.  the primary method os distribution will be door-to-door, if that is not possible, the brochure will be mailed.  approximately 450 businesses in the area have been targeted.",500,,,Greater Duwamish
1043,OD96003,Outreach,1996,,Madrona Community Council,"In an effort to attract 20 new members , the madrona Community Council will develop and print 1,000 brochures highlighting the interests and activitries of the council.  The brochure will be distributed door to door by council members.  When a face to face meeting is not possible, the brochure will be mailed along with a cover letter.",500,,,Central
1042,OD96002,Outreach,1996,Membership Recruitment,North Delridge Tri-Council,"the purpose is to increase membership in the North Delridge Tri-council by 100 members.  To accomplish this task several recruitment strategies will be used, including block watch, social events, bulk mailing, improved media communications",500,,,Delridge
1041,OD96001,Outreach,1996,Membership Recruitment,Eastlake Community Council,"The Community Council will recruit 50 new family, senior, student or business members within the next three months.  The recruitment plan includes the following goals: 15 of the new members will be recruited by the Board of Directors and by the Chairpersons of the Community Council's standing commmittees; 15 through outreach to local businesses; 15 by contacting  (mail and phone) non-members who have attended past organizational meetings and events; and, 5 through special outreach efforts to seniors, people with disabilities and minorities.",500,,,Lake Union
1040,OD95014,Outreach,1995,Membership Recruitment,Denny Triangle Neighborhood Association,Membership in this new organization will be increased from 46 to 96.,436,,,Downtown
1039,OD95013,Outreach,1995,Leadership Training,Oromo Community Organization in Seattle Metro Area,The award was for a leadership development program for youth held in conjunction with a community wide conference and seminar.,500,,,Central
1038,OD95012,Outreach,1995,Membership Recruitment Campaign,Morgan Organization for a Better Seattle,"The purpose of this Membership Outreach award was to double the number of MOBS members, in part, to qualify for a pre-planning award from the Neighborhood Planning Office.",500,,,Southwest
1037,OD95011,Outreach,1995,Membership Recruitment,Tigray Women Organization,Through home visits and an event (the organization's Third Anniversary celebration) the Tigray Women Organization recruited fifty new members.,500,500,,Central
1036,OD95010,Outreach,1995,Membership Development,Fremont Neighborhood Council,"The small award allow a leader to attend a regional organizing workshop, and in return to conduct  fundraising and volunteer mobilization activities for her organization.",350,350,,Lake Union
1035,OD95009,Outreach,1995,Membership Recruitment,S.P.A.R.C. Planning Committee,"Increased the membership of the South Park Planning Committee from 12 to 50 residents, including residents, business owners, seniors, members of ethnic and special interest groups. The membership expansion campaign included one-on-one meetings (goal: new 15 members); a door-to-door campaign (20 new members); community events (15 new members).",500,,,Greater Duwamish
1034,OD95008,Outreach,1995,Membership Recruitment,Highland Park Action Committee,"Increased the active membership of the Highland Park Action Committee from 20 to 100.  An active member is defined as an individual who attends two more monthly meetings each year; contributes 10 hours of community service to an activity or event of the organization; and/or pays voluntary dues to the organization.  New members will be recruited through a door-to-door drive, at block watch meetings, mailed invitations and community events.",500,,,Delridge
1032,OD95006,Outreach,1995,Membership Recruitment,Central Ballard Community Council,"Organization volunteers distributed flyers door-to-door inviting residents to scheduled informational (and membership recruitment) meetings. Through these efforts, 1,000 households were contacted with the goal of recruiting 30 dues paying members and 100 associate members (associates pledge 4 hours of work on an organization project).",500,,,Ballard
1030,OD95004,Outreach,1995,Membership Recruitment,Lower Queen Anne Community Council,A new neighborhood council representing lower Queen Anne is being organized.  The organizing committee will use these funds for a membership recruitment drive.  The goal is to recruit 200 members.,500,,,Magnolia/QA
1029,OD95003,Outreach,1995,Membership Recruitment,Denny Regrade Crime Prevention Council,"The Crime Prevention Council expanded its membership by mailing a special membership recruitment postcard to 2,000 contacts in the Denny Regrade neighborhood.",500,,,Downtown
1028,OD95002,Outreach,1995,Membership Recruitment,Seniors at Lowell,"Membership recruitment flyers were distributed door-to-door, by mail and at neighborhood fairs to increase the organization's membership by 50 members.",500,,,East
1027,OD95001,Outreach,1995,Membership Recruitment,Westwood Neighborhood Council,The leadership of the Neighborhood Council undertook a membership recruitment project aimed at increasing the Council's membership from 36 to 136 members.,500,,,Delridge
1026,OD94008,Outreach,1994,Membership Recruitment,Capitol Hill Community Council,The Capitol Hill Community Council completed a membership expansion campaign in the last quarter of 1994 and first quarter of 1995.  The goal was to increase the number of Council members by 50 to 100.,500,,,East
1024,OD94006,Outreach,1994,Community Organizing Workshop,Neighborhood House,Neighborhood House sponsored a training workshop on community organizing for 15 to 30 leaders of Seattle's Samoan Community.,500,,,Southeast
1023,OD94005,Outreach,1994,Membership Recruitment Campaign,Pacific Islander Task Force,The Pacific Islander Task Force completed an organizing and membership expansion campaign in the last quarter of 1994.  New members were recruited through door-to-door contact and house meetings hosted by organization leaders.,500,,,Delridge
1022,OD94004,Outreach,1994,Membership Expansion Projects,Harrison/Denny Community Council,The Community Council completed a membership expansion campaign. The organizing campaign included:  membership recruitment housemeetings with 10-12 people at each.  The goal was to increase membership by at least 30 (from 225 to 255).,500,,,Central
1021,OD94003,Outreach,1994,Membership Recruitment Campaign,Capitol Hill Chamber of Commerce,"Completed a membership recruitment drive to increase dues paying members of organization from 90 to 200.  The recruitment campaign included one-on-one visits and a marketing program that included direct mail, the distribution of promotional material and decals for members.",500,,,East
1020,OD94002,Outreach,1994,Membership Outreach,Greenwood Chamber of Commerce,The organizing project goal was to increase the number of members in the residential-business organization from 15 to 40 active people.,440,,,Northwest
1019,OD94001,Outreach,1994,Membership Recruitment Project,Whittier Heights Community Council,The Community Council increased their membership by about 30 new members and identified several major neighborhood issues through a direct mail survey.,475,,,Ballard
1018,O01006,Outreach,2001,Magnolia Village Plan Committee Recruitment,Magnolia Chamber of Commerce,"The Magnolia Chamber of Commerce is embarking on a project to put in place a plan for Magnolia Village.  This plan will address such issues as parking, streetscape designs, design guidelines, art and economic development in the business district.  This award will be used to defray the cost of recruiting people to serve on both a steering committee and an advisory committee for the project.  Approximately 22 people are needed.",750,750,,Magnolia/QA
1017,O01005,Outreach,2001,Wedgwood Community Council Membership Expansion,Wedgwood Community Council,"The Wedgwood Community Council will launch a membership drive that includes a telephone campaign, door-to-door solicitation, a survey, targeted mailing and other special events.  The goal is to attract at least 50 new members to work on a variety of community projects.",750,750,,Northeast
1016,O01004,Small Sparks Fund,2001,WestCrest is for the Birds,Unknown,"Neighbors will design, construct and install various types of bird and bat houses in WestCrest Park.  These structures will attract and support the natural species in the area.  The community will also be responsible for the routine cleaning of the bird/bat houses.",200,200,,Delridge
1015,O01003,Outreach,2001,Puget Ridge Neighborhood Council Leadership Training,Delridge Neighborhoods Development Association,"To sponsor a one-day, six hour training session that teaches bridge-building skills that effectively combat and reduce prejudice.  The National Coalition Building Institute of washington, D.C. will provide the trfaining for ounciup to 6-0 people.  The event will take place at the Puget Ridge Co-housing Common House. After the training a core group of neighborhood leaders will be available to provide assistance if community conflicts arise.  This training will also help the Puget Ridge Neighborhood Council serve a more diverse community.",750,750,,Delridge
1014,O01002,Outreach,2001,Beacon Alliance of Neighbors Membership Expansion,Beacon Alliance of Neighbors,"To execute a membership drive designed to attract at least 30 new members.  The Beacon Alliance of Neighbors has identified a right-of-way on S Massachusetts St between 14th and 15th Avenue S that they would like to develop as open space and P-Patch.  The membership campaign will include a community wide mailing, flyers, banners, posters, advertising in the Beacon Hill News, a telephone campaign, door-to-door outreach and a special membership/project kick-off meeting during the month of February.",750,750,,East
1013,O01001,Small Sparks Fund,2001,"Sharing Our Dreams, A Celebration of Dr. MLK",Henry Kiner,"A community gathering at the Central Area Senior Center.  Community acitivists will share their success stories in relation to Dr. King's dream.  There will be a writing and bookmaking workshop for children, parents and seniors where participants will write about their multi-culturral experiences and dreams.",250,250,,Central
1012,OD0017,Small Sparks Fund,2000,Flower Power - Small Sparks Fund,Pigeon Point Neighborhood Council,Neighbors will plant flower bulbs and flowering ground cover in the long street median on 21st Ave. SW between Andover and Genesee.  Afterwards everyone will be invited to a potluck at Paula's house to celebrate the accomplishment.,250,250,,Delridge
1011,OD0016,Small Sparks Fund,2000,In The Mood - Small Sparks Fund,Center West Community,"Organize and carry out a music event called In The Mood that brings together residents of the Center West community and nearby neighbors.  Participants will bring their music to the Center West Recreation Room on November 18, 2000 and will create a musical venue that includes dancing, and sharing musical interests.",250,250,,Ballard
1010,OD0015,Small Sparks Fund,2000,Halloween Howl - Small Sparks Fund,Lake City House Council,"Organize and carry out a Halloween party that brings together residents of the SHA Lake City House.  The party will include ""get acquainted"" games and contests for residents to get to know each other and to share interests and skills.",250,250,,North
1009,OD0014,Outreach,2000,Membership Expansion and Playground Survey,Pinehurst Community Council,"The Pinehurst Community Council is seeking new members who are interested in improving Pinehurst Park and opening up the shelter for community events.  This award will be used to launch a community-wide membership drive including a targeted mailing to all residents, telephone solicitation, and a survey.  A special meeting is planned for the month of November.",750,750,,North
1008,OD0013,Small Sparks Fund,2000,N(BP)2 North Ballard Bridge Pocket Park - Small Sparks Fund,Unknown,"Organize and carry out a neighborhood gathering to increase the support to beautify an overlooked street end under the Ballard Bridge.  This will include cleaning up the existing street end, planting ground cover, and completing an entry trellis in preparation for this neighborhood event.",250,450,,Ballard
1007,OD0012,Small Sparks Fund,2000,Junk-O-Rama - Small Sparks Fund,Unknown,Organize a yard sale and neighborhood potluck for residents at Lock Vista in Ballard that will include a balloon artist and benefit the Ballard Boys and Girls Club.,200,200,,Ballard
1006,OD0011,Small Sparks Fund,2000,JP Talent Fest 2000 - Small Sparks Fund,Jackson Park Youth Tutoring Program,"The youth involved in the Jackson Park Youth Tutoring Program will organize a talent show and potluck dinner at the Jackson Park Community Center.  Members of the community will judge the talent show, there will be raffle prizes, and awards for the best potluck dishes.",250,250,,Central
1005,OD0010,Small Sparks Fund,2000,U District Share Fair - Small Sparks Fund,Neighbornets Network,"A neighborhood fair will be held at the Hamilton House in the University District where people can share information about their neighborhood groups as well as connect with neigbhors interested in sharing skills, resources, interests, needs, housing, recipes, ideas and more.",250,480,,Northeast
1004,OD0009,Outreach,2000,Riverview Neighborhood Council Membership Expansion,Delridge Neighborhoods Development Association,The Riverview Neighborhood Council will launch a membership drive that will include a one-time newsletter mailing to all addresses within the neighborhood boundaries.  This mailing will coincide with the summer Adopt-a-Street clean-up event.  The campaign also includes door-to-door solicitation and signage prominently displayed at key neighborhood locations.  The goal is to recruit 20 new members.,440,440,,Delridge
1003,OD0008,Outreach,2000,Membership Recruitment,The Uptown Alliance,"The Uptown Alliance will launch a membership drive that includes a targeted mailing, advertisement in the Queen Anne News, the creation of a New Resident Welcome Packet and a community Open House.  The organization also plans to meet with individual business owners and merchant organizations.  They will also staff information tables at key sidewalk merchant locations. The goal is to atract at least 26 new members.",750,,,Magnolia/QA
1002,OD0007,Small Sparks Fund,2000,Ballaholics Triathlon Tournament,Teen Life Center,"Create and carry out a tournament at the Teen Life Center in which kids will form teams and compete in a pool, basketball, and name that tune tournment.  Admission to the tournament will be a picture or a drawing of participant's favorite place in the neighborhood which will be used to develop a collage of neighborhood places.",250,,,Central
1001,OD0006,Small Sparks Fund,2000,Neighborhood News - Small Sparks Fund,Unknown,Create a neighborhood newsletter with a group of kids from the neighborhood.  The group of kids will write and publish two newsletters and pass them out around the neighborhood.  Each edition will focus on a question of interest to the neighborhood.  The kids will interview neighbors asking the question and write the repsonses and story for the newsletter.,100,,,Central
1000,OD0005,Small Sparks Fund,2000,Trash Dash - Small Sparks Fund,Unknown,"Create and carry out a neighborhood clean-up project/event in the Judkin's Park Neighborhood.  The Trash Dash will be a competition in which people will pre-register in teams.  Teams will compete for prizes depending on how many bags of garbage they collected, time completed the clean-up, and other pre-determined categories.  A neighborhood party/barbecue will culminate this clean-up competition.",250,,,Central
999,OD0004,Small Sparks Fund,2000,"Lights, camera, Action:  Come do the Directing",Garfield Teen Life Center,Host a two-part media relations workshop at the Garfield Teen Center to develop a plan for creating a more positive image of the Garfield neighborhood.  Community members and Garfield High School students will attend and practice their skills on video so that they can act as representatives of their community to the media at future events.  Participants will also develop a slogan to promote Garfield Pride.,250,,,Central
998,OD0003,Small Sparks Fund,2000,Trash Can Paint Out:  Small Sparks Fund,Elizabeth Ellis & Garfield Community Crime Control Com.,"The Garfield Community will host a trash can painting contest.  The newly painted cans will replace the existing trash containers on the Garfield High School campus, which are covered with graffiti.  The contest will be held at the Garfield Community Center.",194,,,Central
997,OD0002,Small Sparks Fund,2000,Ms. G's Olympic Rap Off:  Small Sparks Fund,Unknown,"Plan and and carry out a youth-elder Rap Off event.  Rap groups will be organized by age:  kids (under 12 years), youth (12-25 years), elders (25-40 years) and ancients (40 and over).  Each Rap Group will be encouraged to develop multi-cultural and multi-gender teams.  A panel of judges will rate each gorup and prizes will be given for different categories.",250,,,Central
996,OD0001,Outreach,2000,Partners for Successful Schools Membership Expansion,Partners for Successful Schools,"Partners for Successful Schools is seeking new members to help them accomplish several neighborhood improvement proejcts.  This award will be used to launch a community-wide membership drive, which includes a newsletter, phone solicitation media advertising and a special membership meeting.  They anticipate attracting 50 new members.",750,,,Central
995,KF029,Kids Fund,1998,Junior Tree Stewards,Wallingford Community Council Beautification Committee,"Wallingford neighbors work togther to create the Junior Tree Stewards program.  This is a one step tree steward training program for youth and adults/parents.  After the training, trees will be selected for adoption care and parents are encouraged to create tree-related activities and attend volunteer work parties with Junior Tree Stewards.  The Junior Stewards will receive an official uniform - permanent badges, capes, and safety vests.","1,000","1,120",,Northeast
994,KF028,Kids Fund,1998,,PTSA Meany Magnet Middle School,"The purpose of this project is to increase family support at Meany and to have some additional information fro teenagers on hygiene and ediquette.  To promote this idea the  PTA is planning a two day event in May to have students bring their parent(s) or guardians to school.  One day will be reserved for girls and the other day for boys. Youth will receive a free hair appointment, facila, or manicure.  In addition, volunteers will be available to promote health, hygiene, and ediquette.  Parents will receive information on communicating with their children, health, and volunteer opportunities in school activities.",500,"1,490",,East
993,KF027,Kids Fund,1998,Friendship Hands,View Ridge Elementary PTSA,"View Ridge school has a deaf/hard to hearing program for all of Seattle School District.  Many of the hearing 3rd, 4th and 5th graders have asked for an opprotiunity  to learn how to sign, so the PTA started the 'Signing Lunch Brunch'.  Presently, there are 24 children, deaf and hearing, who have a working lunch.   Now, the 1st and 2nd graders have asked to have a class during their lunch.  This will occur, however the PTA  would like to publish a book of signs for these students to help them better understand the signs they are learning.  This book would consist of photographs of the students hands.",739,"1,080",,Northeast
992,KF026,Kids Fund,1998,C.A.S.T.,Children's After-School Theater,"Community volunteers will provide an opportunity for youth, ages 6-17, to express themselves through drama.  The highlight of this project is to fund three productions in May in which youth will be involved in all areas: acting, costumes, props, sets, programs, stage work, and lighting.  Older youth will have an opportunity to help direct the plays.","1,000","3,635",,Southwest
991,KF025,Kids Fund,1998,Field Trip to Tulalip Reservation,Rainier Beach High School PTSA,"Rainier Beach H.S. Juniors will travel to Tulalip Tribal Center for a day long field trip to learn about one of the 36 Washington State tribes.  The intent of the field trip is to provide students will direct interaction with Native Americans to help dispel stereotypes.  200 juniors, 10 staff, and 10 community members, and 20 members of the Tulalip Tribe will participate in this endeavor.",750,"1,000",,Southeast
989,KF023,Kids Fund,1998,Skyway Tutoring Project,Skyway United Methodist Church  in partnership with Kidreach,"For 12 weeks, a group of volunteers will establish the Skyway Tutoring program to  help motivate and challenge youth, in grades K through 8,  to improve their academic performance.  Tutoring will be offered twice a week .","1,000","3,840",,Southeast
988,KF022,Kids Fund,1998,Youth Action Teams,Camp Fire Boys and Girls,"Youth Action Teams will be created  by youth to increase the number of youth volunteering in the community.  These teams will consist of 5 youth volunteers, 2 Americcorps members, and 2 youth facilitators.  The team will  meeting to learn about the various interests of the participants,  to establish a mission statement, and to establish and work on ongoing service projects.  A celebration in May will highlight each group's accomplishments.","1,000","4,763",,Unknown
987,KF021,Kids Fund,1997,A Time To Share,Unity in the Community,"With the help of local Senior Centers and churches, Summer Grandparents will be recruited to spend time with young people.  Throughout the summer, youth and grandparents will jointly decide how to spend their time together (3 hours each week).  Some weeks they may plan, cook and share a meal while discussing a variety of topics; other times they might work on project or take a field trip.","1,000","1,300",,Southeast
985,KF019,Kids Fund,1997,Barbecue Lunch and Walk-A-Thon,Brighton Elementary PTSA,"Students, parents, staff, and other adult volunteers will participate in a one-day event to raise money for school activities.  Additionally, having the event during the school day will result in bringing more adults into the building to observe and participate in the school's educational program.",912,"1,100",,Southeast
983,KF017,Kids Fund,1997,Community Puppet Project,Nu Black Arts West Theatre,"Using puppets, the Theatre will develop performances with  a anti-drug/violence message.  Performances will be  for audiences of young people and adults, followed by a facilitated discussion period.  The intergenerational discussions will hopefully lead to more conversations between young people and adults about drugs and other important topics.","1,000","5,500",,Central
980,KF014,Kids Fund,1997,Value Added Coaching,King County Recreation and Aquatics Division,"Three VALUE ADDED COACHING workshops will be conducted for over 200 volunteer coaches and/or adult activity leaders in Seattle.  The workshop will cover topics like:  treating children w/respect; partnership (child, parents, coach) expectations; building and maintaining self-esteem; assuring activities are really ""for the kids"", etc.","1,000",,,Citywide
978,KF012,Kids Fund,1997,Second Language Club,Whittier Elementary PTSA,"Parents and young people  -- who will participate as ""students"" and ""teachers"" -- will join the Second Language Club, a language tutoring and cultural exchange project at Whittier School.  The Club will meet weekly from September to December and will provide an opportunity for adult volunteers and children to work together to share and to develop an understanding of other cultures and the diversity within the school community.",920,,,Ballard
976,KF010,Kids Fund,1997,Whitman Middle School Mural,Students Against Violence Everywhere,"Students, staff, parents, community volunteers, and local artists will work as a cooperative team in developing the concept and completing two, 8' x 23' murals for wall space inside Whitman Middle School.  The project is unique in that each participating young person will be asked to identify an adult who will work side-by-side with them throughout the life of the project.","1,000",,,Ballard
975,KF009,Kids Fund,1997,Denny Leaders Club,YMCA-Fauntleroy Branch,"For 12 weeks, 3 hours each week, students from Denny Middle School will participate in leadership workshops designed to help them become positive leaders in their school and community.","1,000",,,Southwest
973,KF007,Kids Fund,1997,Summer Youth Chess Camp,MECCA International,"For 8 weeks during the summer, neighborhood young people -- 2nd through 12th grades -- will participate in Chess classes and games held at the MECCA Espresso cafe, a neighborhood business.  20 students and 10 adults will participate in casual and tournament play.","1,000","1,030",,Central
971,KF005,Kids Fund,1997,Samoan Youth Day,Samoan Parents Alliance for Youth,"The youth day event will be held in July bringing together parents, young people, members of the St. George parish.  Throughout the day, young people and adults will interact in a variety of planned activities.  This will help to form a stronger bond between youth, parents, adults, and the larger community.","1,000","5,000",,Greater Duwamish
966,EBF9726,School Beautification,1997,Green Lake Garden Project,Green Lake Elementary PTSA,,"1,000",,,Unknown
965,EBF9725,School Beautification,1997,AS1 Garden Project,Alternative School #1 Site Council,,"1,000",,,Unknown
963,EBF9723,School Beautification,1997,Sanislo Garden Project,Sanislo Elementary PTSA,,"1,000",,,Unknown
962,EBF9722,School Beautification,1997,Sharples Garden Project,Sharples Site Council,,"1,000",,,Unknown
961,EBF9721,School Beautification,1997,Lawton Garden Project,Lawton Elementary PTSA,,"1,000",,,Unknown
960,EBF9720,School Beautification,1997,Nova Garden Project,Nova School,,"1,000",,,Unknown
959,EBF9719,School Beautification,1997,Wing Luke Garden Project,Wing Luke Elementary PTSA,,"1,000",,,Southwest
958,EBF9718,School Beautification,1997,Planter Boxes,Whitworth Elementary PTSA,,618,,,Southeast
957,EBF9717,School Beautification,1997,Orca Garden Project,Orca at Columbia Elementary PTSA,,840,,,Unknown
954,EBF9714,School Beautification,1997,NOMS Garden Project,New Option Middle School (NOMS) PTSA,,"1,000",,,Unknown
953,EBF9713,School Beautification,1997,Wall Ball and Benches,Adams Elementary School PTSA,,"1,000",,,Unknown
952,EBF9712,School Beautification,1997,Garden and Art Project,Washington Middle School PTSA,,"1,000",,,Unknown
951,EBF9711,School Beautification,1997,Benches Planting and Mural Repair,Pathfinder School PTSA,,"1,000",,,Unknown
950,EBF9710,School Beautification,1997,"B.F. Day Peace Garden, Phase II",B.F. Day Elementary PTSA,,973,,,Unknown
949,EBF9709,School Beautification,1997,Hale Clean-Up Project,Nathan Hale High School PTSA,,"1,000",,,Unknown
948,EBF9708,School Beautification,1997,Native Plants Garden,Olympic View Elementary PTSA,,"1,000",,,Unknown
947,EBF9707,School Beautification,1997,Security Lighting Project,View Ridge Elementary PTSA,,750,,,Unknown
946,EBF9706,School Beautification,1997,Benches and Planting,Brighton Elementary PTSA,,"1,000",,,Unknown
944,EBF9704,School Beautification,1997,Tile Mural/Planting Project,North Beach Elementary PTSA,,"1,000",,,Unknown
943,EBF9703,School Beautification,1997,Drought Tolerant Garden,Kimball Elementary School PTSA,,"1,000",,,Unknown
940,EBF9648,School Beautification,1996,Garden Entry Mosaic,McGilvra Elementary PTSA,Enhancement of  ecology garden by creating mosaic entryway.,"1,000",,,East
939,EBF9647,School Beautification,1996,Garden,Arbor Heights Elementary School PTSA,Construction and development of raised bed gardens.,975,"1,315",,Southwest
938,EBF9646,School Beautification,1996,Vegetable Garden,Fairmont Park School Parent Organization,Construction of raised beds for vegetables and flowers and construction of worm bins.,970,"2,500",,Southwest
937,EBF9645,School Beautification,1996,Landscaping,Olympic View Elementary PTSA,"Renovation of northwest and southwest flower beds, improved plantings at school entrance, and planting 8 crab apple trees.","1,000","2,304",,North
936,EBF9644,School Beautification,1996,Vegetable Garden,Hamilton Middle School PTSA,Construction of a raised bed vegetable garden.,750,850,,Lake Union
935,EBF9643,School Beautification,1996,Storage Shed,Green Lake Elementary PTSA,Construction of storage shed on playground.,"1,000","1,000",,Northwest
934,EBF9642,School Beautification,1996,Landscaping and Painting,Seattle Neighborhood Group,"Improved landscaping in front of school on East Union, school painting","1,000","1,000",,Central
933,EBF9641,School Beautification,1996,Playground painting,Laurelhurst Elementary PTSA,Installation of weather-resistant paint in game patterns of hopscotch around the world.,"1,000","1,044",,Northeast
932,EBF9640,School Beautification,1996,Bench and Plaque,Franklin High School PTSA,Installation of a memorial bench and plaque in connection with general clean-up and tree planting.,"1,000","4,360",,Southeast
931,EBF9639,School Beautification,1996,Table,Adams Elementary School PTSA,Construction and installation of a large table with benches outside school.,570,840,,Ballard
927,EBF9635,School Beautification,1996,"Landscaping, raised beds, and compost bins",Cleveland High School PTSA,"Improved plantings around school, construction of worm bins and raised beds.","1,000","1,610",,Greater Duwamish
926,EBF9634,School Beautification,1996,Signs and Painting,Washington Middle School PTSA,"Improved signage on street and around school, painting of Jackson street side of school and school doors.","1,000","1,005",,Central
925,EBF9633,School Beautification,1996,Trees and landscaping,AEII at Decatur Site Council,Tree planting and site preparation for creation of green space.,"1,000","7,100",,Northeast
923,EBF9631,School Beautification,1996,Landscaping,South Shore Middle School PTSA,Design and installation of new plantings and general grounds clean-up.,"1,000","1,000",,Southeast
922,EBF9630,School Beautification,1996,Tile Mural,Schmitz Park Elementary PTSA,"Installation of a tile mural on exterior of building, general clean-up and installation of new plantings.",977,"2,420",,Southwest
921,EBF9629,School Beautification,1996,Creek planting/landscaping/clean-up,Nathan Hale High School PTSA,"Stream restoration, improved plantings, general clean-up, and purchase of sprinkler heads.","1,000","1,920",,North
920,EBF9628,School Beautification,1996,Garden Storage Shed,John Hay Elementary PTSA,Construction and installation of a storage shed adjacent to wildlife garden.,"1,000","1,000",,Magnolia/QA
919,EBF9627,School Beautification,1996,Raised Beds for Ethnic Garden,Dearborn Park Elementary PTSA,Construction of three raised beds for use as an ethnic garden.,"1,000","1,000",,Greater Duwamish
918,EBF9626,School Beautification,1996,Tile bench,TOPS at Seward Site Council,Installation of park bench covered with tiles made by community members and students.,"1,000",,,Lake Union
917,EBF9625,School Beautification,1996,Landscaping,Brighton Elementary PTSA,Renovation of plantings at front entrance to school.,"1,000","1,500",,Southeast
916,EBF9624,School Beautification,1996,Landscaping,Rainier Beach High School PTSA,Renovation of front beds with soil amendments and improved plantings.,"1,000","1,350",,Southeast
915,EBF9623,School Beautification,1996,Wildlife Garden,Pathfinder School PTSA,"Enhancement of entryway with new plantings, addition of raised beds and a low maintenance hedge, and installation of street trees.","1,000","1,000",,Southwest
914,EBF9622,School Beautification,1996,Tiles and painting,Broadview/Thomson Elementary PTSA,,"1,000","3,810",,Northwest
